Date;Hour  (GMT);Benceno (µg/m3);CO (mg/m3);NOX (µg/m3);NO2;NO2 - ICA;PM10;PM10 - ICA;PM2,5;PM2,5 - ICA;SO2;SO2 - ICA;O3 (µg/m3);OZONO;O3 - ICA;ICA Estación
29/10/2025;15:00;0,12;0,23;14;10;Muy bueno / Oso ona;18,08;Muy bueno / Oso ona;5,88;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
29/10/2025;14:00;0,08;0,22;10;6;Muy bueno / Oso ona;18,29;Muy bueno / Oso ona;5,83;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
29/10/2025;13:00;0,05;0,22;8;5;Muy bueno / Oso ona;18,33;Muy bueno / Oso ona;5,79;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
29/10/2025;12:00;0,06;0,17;9;4;Muy bueno / Oso ona;18,58;Muy bueno / Oso ona;5,83;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
29/10/2025;11:00;0,09;0,18;9;4;Muy bueno / Oso ona;18,83;Muy bueno / Oso ona;6;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
29/10/2025;10:00;0,12;0,22;13;7;Muy bueno / Oso ona;19,17;Muy bueno / Oso ona;6,17;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
29/10/2025;09:00;0,14;0,22;16;11;Muy bueno / Oso ona;19,33;Muy bueno / Oso ona;6,33;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
29/10/2025;08:00;0,17;0,25;21;17;Muy bueno / Oso ona;19,67;Muy bueno / Oso ona;6,58;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
29/10/2025;07:00;0,36;0,26;21;19;Muy bueno / Oso ona;;Sin datos / Daturik gabe;6,92;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
29/10/2025;06:00;0,11;0,22;21;17;Muy bueno / Oso ona;;Sin datos / Daturik gabe;7,17;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
29/10/2025;05:00;0,06;0,14;9;6;Muy bueno / Oso ona;;Sin datos / Daturik gabe;7,46;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
29/10/2025;04:00;0,06;0,09;2;0;Muy bueno / Oso ona;;Sin datos / Daturik gabe;7,71;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
29/10/2025;03:00;0,06;0,02;6;4;Muy bueno / Oso ona;21,04;Bueno / Ona;7,92;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;;Bueno / Ona
29/10/2025;02:00;0,11;0,02;5;4;Muy bueno / Oso ona;21,08;Bueno / Ona;8,13;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;;Bueno / Ona
29/10/2025;01:00;0,12;0,05;9;8;Muy bueno / Oso ona;21,17;Bueno / Ona;8,29;Muy bueno / Oso ona;5;Muy bueno / Oso ona;;;;Bueno / Ona
28/10/2025;24:00;0,16;0,07;13;12;Muy bueno / Oso ona;21,13;Bueno / Ona;8,42;Muy bueno / Oso ona;5;Muy bueno / Oso ona;;;;Bueno / Ona
28/10/2025;23:00;1,5;0,09;19;18;Muy bueno / Oso ona;;Sin datos / Daturik gabe;8,42;Muy bueno / Oso ona;5;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
28/10/2025;22:00;2,51;0,14;39;34;Muy bueno / Oso ona;;Sin datos / Daturik gabe;8,5;Muy bueno / Oso ona;6;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
28/10/2025;21:00;0,34;0,15;37;36;Muy bueno / Oso ona;;Sin datos / Daturik gabe;8,63;Muy bueno / Oso ona;6;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
28/10/2025;20:00;0,46;0,16;47;39;Muy bueno / Oso ona;;Sin datos / Daturik gabe;8,83;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
28/10/2025;19:00;0,37;0,18;72;53;Bueno / Ona;;Sin datos / Daturik gabe;8,83;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;;Bueno / Ona
28/10/2025;18:00;0,49;0,17;74;54;Bueno / Ona;;Sin datos / Daturik gabe;8,79;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;;Bueno / Ona
28/10/2025;17:00;0,34;0,15;51;42;Bueno / Ona;19,5;Muy bueno / Oso ona;8,67;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;;Bueno / Ona
28/10/2025;16:00;0,29;0,09;35;27;Muy bueno / Oso ona;18,83;Muy bueno / Oso ona;8,58;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
28/10/2025;15:00;0,23;0,03;28;21;Muy bueno / Oso ona;18,54;Muy bueno / Oso ona;8,58;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
28/10/2025;14:00;0,23;0;20;13;Muy bueno / Oso ona;18,17;Muy bueno / Oso ona;8,58;Muy bueno / Oso ona;5;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
28/10/2025;13:00;0,35;0,03;40;24;Muy bueno / Oso ona;17,96;Muy bueno / Oso ona;8,54;Muy bueno / Oso ona;7;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
28/10/2025;12:00;0,27;0,05;31;18;Muy bueno / Oso ona;17,5;Muy bueno / Oso ona;8,42;Muy bueno / Oso ona;9;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
28/10/2025;11:00;0,21;0,15;38;19;Muy bueno / Oso ona;17,42;Muy bueno / Oso ona;8,33;Muy bueno / Oso ona;10;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
28/10/2025;10:00;0,18;0,21;43;20;Muy bueno / Oso ona;17,5;Muy bueno / Oso ona;8,33;Muy bueno / Oso ona;6;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
28/10/2025;09:00;0,14;0,28;63;24;Muy bueno / Oso ona;17,58;Muy bueno / Oso ona;8,33;Muy bueno / Oso ona;6;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
28/10/2025;08:00;0,39;0,29;79;27;Muy bueno / Oso ona;17,67;Muy bueno / Oso ona;8,25;Muy bueno / Oso ona;6;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
28/10/2025;07:00;0,34;0,27;56;25;Muy bueno / Oso ona;17,5;Muy bueno / Oso ona;8,04;Muy bueno / Oso ona;6;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
28/10/2025;06:00;0,14;0,23;34;22;Muy bueno / Oso ona;17,33;Muy bueno / Oso ona;7,83;Muy bueno / Oso ona;6;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
28/10/2025;05:00;0,07;0,21;24;20;Muy bueno / Oso ona;17,21;Muy bueno / Oso ona;7,63;Muy bueno / Oso ona;6;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
28/10/2025;04:00;0,06;0,2;22;19;Muy bueno / Oso ona;17,17;Muy bueno / Oso ona;7,46;Muy bueno / Oso ona;6;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
28/10/2025;03:00;0,06;0,5;18;17;Muy bueno / Oso ona;17;Muy bueno / Oso ona;7,38;Muy bueno / Oso ona;5;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
28/10/2025;02:00;0,09;0,49;24;23;Muy bueno / Oso ona;17,04;Muy bueno / Oso ona;7,29;Muy bueno / Oso ona;6;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
28/10/2025;01:00;0,16;0,49;26;23;Muy bueno / Oso ona;16,88;Muy bueno / Oso ona;7,17;Muy bueno / Oso ona;6;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/10/2025;24:00;0,08;0,5;32;30;Muy bueno / Oso ona;16,67;Muy bueno / Oso ona;7;Muy bueno / Oso ona;6;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/10/2025;23:00;0,36;0,48;35;33;Muy bueno / Oso ona;16,46;Muy bueno / Oso ona;6,83;Muy bueno / Oso ona;7;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/10/2025;22:00;0,45;0,52;41;33;Muy bueno / Oso ona;16,04;Muy bueno / Oso ona;6,58;Muy bueno / Oso ona;6;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/10/2025;21:00;0,41;0,5;54;46;Bueno / Ona;15,63;Muy bueno / Oso ona;6,25;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;;Bueno / Ona
27/10/2025;20:00;0,14;0,4;42;38;Muy bueno / Oso ona;15,04;Muy bueno / Oso ona;5,88;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/10/2025;19:00;0,32;0,36;42;38;Muy bueno / Oso ona;14,33;Muy bueno / Oso ona;5,67;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/10/2025;18:00;0,19;0,31;25;22;Muy bueno / Oso ona;13,92;Muy bueno / Oso ona;5,5;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/10/2025;17:00;0,19;0,24;11;8;Muy bueno / Oso ona;13,63;Muy bueno / Oso ona;5,38;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/10/2025;16:00;0,05;0,2;8;6;Muy bueno / Oso ona;13,29;Muy bueno / Oso ona;5,29;Muy bueno / Oso ona;5;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/10/2025;15:00;0,13;0;8;5;Muy bueno / Oso ona;12,92;Muy bueno / Oso ona;5,17;Muy bueno / Oso ona;5;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/10/2025;14:00;0,13;0;10;5;Muy bueno / Oso ona;12,79;Muy bueno / Oso ona;5,08;Muy bueno / Oso ona;7;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/10/2025;13:00;0,12;0,01;11;6;Muy bueno / Oso ona;12,71;Muy bueno / Oso ona;5;Muy bueno / Oso ona;10;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/10/2025;12:00;0,2;0,05;14;9;Muy bueno / Oso ona;12,67;Muy bueno / Oso ona;5;Muy bueno / Oso ona;7;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/10/2025;11:00;0,26;0,15;53;21;Muy bueno / Oso ona;12,38;Muy bueno / Oso ona;4,96;Muy bueno / Oso ona;6;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/10/2025;10:00;0,28;0,23;50;26;Muy bueno / Oso ona;11,71;Muy bueno / Oso ona;4,79;Muy bueno / Oso ona;7;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/10/2025;09:00;0,3;0,29;63;33;Muy bueno / Oso ona;11,13;Muy bueno / Oso ona;4,63;Muy bueno / Oso ona;7;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/10/2025;08:00;0,15;0,3;68;32;Muy bueno / Oso ona;10,29;Muy bueno / Oso ona;4,38;Muy bueno / Oso ona;7;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/10/2025;07:00;0,14;0,26;42;28;Muy bueno / Oso ona;9,83;Muy bueno / Oso ona;4,21;Muy bueno / Oso ona;6;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/10/2025;06:00;0,14;0,24;27;21;Muy bueno / Oso ona;9,67;Muy bueno / Oso ona;4,13;Muy bueno / Oso ona;6;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/10/2025;05:00;0,07;0,2;20;17;Muy bueno / Oso ona;9,42;Muy bueno / Oso ona;4,04;Muy bueno / Oso ona;5;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/10/2025;04:00;0,07;0,19;15;14;Muy bueno / Oso ona;9,13;Muy bueno / Oso ona;3,92;Muy bueno / Oso ona;5;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/10/2025;03:00;0,03;0,41;19;18;Muy bueno / Oso ona;8,88;Muy bueno / Oso ona;3,75;Muy bueno / Oso ona;5;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/10/2025;02:00;0,03;0,4;18;17;Muy bueno / Oso ona;8,54;Muy bueno / Oso ona;3,58;Muy bueno / Oso ona;5;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
27/10/2025;01:00;0,03;0,39;19;18;Muy bueno / Oso ona;8,29;Muy bueno / Oso ona;3,42;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/10/2025;24:00;0,04;0,36;12;11;Muy bueno / Oso ona;8;Muy bueno / Oso ona;3,29;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/10/2025;23:00;0,08;0,34;7;6;Muy bueno / Oso ona;7,83;Muy bueno / Oso ona;3,21;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/10/2025;22:00;0,1;0,33;18;13;Muy bueno / Oso ona;7,71;Muy bueno / Oso ona;3,21;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/10/2025;21:00;0,08;0,31;15;13;Muy bueno / Oso ona;7,5;Muy bueno / Oso ona;3,21;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/10/2025;20:00;0,05;0,32;9;7;Muy bueno / Oso ona;7,42;Muy bueno / Oso ona;3,17;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/10/2025;19:00;0,03;0,25;6;5;Muy bueno / Oso ona;7,42;Muy bueno / Oso ona;3,21;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/10/2025;18:00;0,11;0,23;9;8;Muy bueno / Oso ona;7,46;Muy bueno / Oso ona;3,25;Muy bueno / Oso ona;6;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/10/2025;17:00;0,43;0,19;5;4;Muy bueno / Oso ona;7,38;Muy bueno / Oso ona;3,25;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/10/2025;16:00;0,32;0,18;3;2;Muy bueno / Oso ona;7,46;Muy bueno / Oso ona;3,25;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/10/2025;15:00;0,24;0,04;5;3;Muy bueno / Oso ona;7,63;Muy bueno / Oso ona;3,33;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/10/2025;14:00;0,12;0,06;6;3;Muy bueno / Oso ona;7,63;Muy bueno / Oso ona;3,33;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/10/2025;13:00;0,12;0,06;4;2;Muy bueno / Oso ona;7,58;Muy bueno / Oso ona;3,38;Muy bueno / Oso ona;7;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/10/2025;12:00;0,1;0,14;8;5;Muy bueno / Oso ona;7,54;Muy bueno / Oso ona;3,38;Muy bueno / Oso ona;6;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/10/2025;11:00;0,08;0,19;5;3;Muy bueno / Oso ona;7,63;Muy bueno / Oso ona;3,46;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/10/2025;10:00;0,05;0,2;5;2;Muy bueno / Oso ona;8;Muy bueno / Oso ona;3,63;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/10/2025;09:00;0,04;0,23;10;8;Muy bueno / Oso ona;8,46;Muy bueno / Oso ona;3,83;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/10/2025;08:00;0,05;0,23;12;10;Muy bueno / Oso ona;8,83;Muy bueno / Oso ona;4;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/10/2025;07:00;0,04;0,22;9;7;Muy bueno / Oso ona;9,21;Muy bueno / Oso ona;4,21;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/10/2025;06:00;0,19;0,27;6;5;Muy bueno / Oso ona;9,42;Muy bueno / Oso ona;4,38;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/10/2025;05:00;0,14;0,44;8;7;Muy bueno / Oso ona;9,63;Muy bueno / Oso ona;4,5;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/10/2025;04:00;0,08;0,2;3;2;Muy bueno / Oso ona;9,96;Muy bueno / Oso ona;4,67;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/10/2025;03:00;0,15;0,3;4;2;Muy bueno / Oso ona;10,25;Muy bueno / Oso ona;4,83;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/10/2025;02:00;0,03;0,31;5;4;Muy bueno / Oso ona;10,58;Muy bueno / Oso ona;5,04;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
26/10/2025;01:00;0,03;0,31;6;5;Muy bueno / Oso ona;11,25;Muy bueno / Oso ona;5,38;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/10/2025;24:00;0,1;0,32;8;6;Muy bueno / Oso ona;11,88;Muy bueno / Oso ona;5,63;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/10/2025;23:00;0,54;0,32;14;11;Muy bueno / Oso ona;12,25;Muy bueno / Oso ona;5,79;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/10/2025;22:00;0,73;0,28;9;8;Muy bueno / Oso ona;12,79;Muy bueno / Oso ona;5,96;Muy bueno / Oso ona;5;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/10/2025;21:00;0,23;0,26;8;6;Muy bueno / Oso ona;13,38;Muy bueno / Oso ona;6,13;Muy bueno / Oso ona;6;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/10/2025;20:00;0,26;0,3;21;15;Muy bueno / Oso ona;14,21;Muy bueno / Oso ona;6,42;Muy bueno / Oso ona;6;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/10/2025;19:00;0,13;0,29;21;17;Muy bueno / Oso ona;14,83;Muy bueno / Oso ona;6,63;Muy bueno / Oso ona;8;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/10/2025;18:00;0,21;0,23;15;14;Muy bueno / Oso ona;15,58;Muy bueno / Oso ona;6,83;Muy bueno / Oso ona;6;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/10/2025;17:00;0,26;0,16;12;10;Muy bueno / Oso ona;15,96;Muy bueno / Oso ona;6,96;Muy bueno / Oso ona;6;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/10/2025;16:00;0,23;0,1;7;6;Muy bueno / Oso ona;16,21;Muy bueno / Oso ona;7,08;Muy bueno / Oso ona;6;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/10/2025;15:00;0,15;0,05;6;5;Muy bueno / Oso ona;16,54;Muy bueno / Oso ona;7,17;Muy bueno / Oso ona;6;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/10/2025;14:00;0,38;0,04;5;4;Muy bueno / Oso ona;16,92;Muy bueno / Oso ona;7,29;Muy bueno / Oso ona;6;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/10/2025;13:00;0,35;0,08;18;12;Muy bueno / Oso ona;17,13;Muy bueno / Oso ona;7,38;Muy bueno / Oso ona;7;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/10/2025;12:00;0,16;0,15;20;15;Muy bueno / Oso ona;17,17;Muy bueno / Oso ona;7,42;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/10/2025;11:00;0,15;0,19;28;16;Muy bueno / Oso ona;17,33;Muy bueno / Oso ona;7,42;Muy bueno / Oso ona;5;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/10/2025;10:00;0,15;0,19;27;17;Muy bueno / Oso ona;17,83;Muy bueno / Oso ona;7,46;Muy bueno / Oso ona;5;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/10/2025;09:00;0,1;0,21;26;17;Muy bueno / Oso ona;18,08;Muy bueno / Oso ona;7,5;Muy bueno / Oso ona;5;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/10/2025;08:00;0,12;0,26;32;24;Muy bueno / Oso ona;18,75;Muy bueno / Oso ona;7,75;Muy bueno / Oso ona;5;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/10/2025;07:00;0,11;0,22;24;22;Muy bueno / Oso ona;19,33;Muy bueno / Oso ona;7,92;Muy bueno / Oso ona;5;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/10/2025;06:00;0,08;0,2;23;19;Muy bueno / Oso ona;19,88;Muy bueno / Oso ona;8,08;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/10/2025;05:00;0,09;0,19;17;15;Muy bueno / Oso ona;;Sin datos / Daturik gabe;8,21;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/10/2025;04:00;0,06;0,16;10;9;Muy bueno / Oso ona;;Sin datos / Daturik gabe;8,29;Muy bueno / Oso ona;5;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/10/2025;03:00;0,1;0,47;17;15;Muy bueno / Oso ona;;Sin datos / Daturik gabe;8,38;Muy bueno / Oso ona;5;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/10/2025;02:00;0,08;0,49;20;19;Muy bueno / Oso ona;;Sin datos / Daturik gabe;8,38;Muy bueno / Oso ona;5;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
25/10/2025;01:00;0,08;0,49;23;22;Muy bueno / Oso ona;;Sin datos / Daturik gabe;8,25;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
24/10/2025;24:00;0,05;0,43;13;12;Muy bueno / Oso ona;;Sin datos / Daturik gabe;8,21;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
24/10/2025;23:00;0,08;0,44;21;20;Muy bueno / Oso ona;;Sin datos / Daturik gabe;8,25;Muy bueno / Oso ona;5;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
24/10/2025;22:00;0,07;0,44;26;22;Muy bueno / Oso ona;;Sin datos / Daturik gabe;8,33;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
24/10/2025;21:00;0,4;0,44;30;22;Muy bueno / Oso ona;21,63;Bueno / Ona;8,54;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;;Bueno / Ona
24/10/2025;20:00;0,14;0,41;23;20;Muy bueno / Oso ona;22,08;Bueno / Ona;8,63;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;;Bueno / Ona
24/10/2025;19:00;0,19;0,38;25;23;Muy bueno / Oso ona;23,08;Bueno / Ona;8,79;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;;Bueno / Ona
24/10/2025;18:00;0,09;0,32;16;14;Muy bueno / Oso ona;23,04;Bueno / Ona;8,83;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;;Bueno / Ona
24/10/2025;17:00;0,08;0,25;6;4;Muy bueno / Oso ona;23,5;Bueno / Ona;8,96;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;;Bueno / Ona
24/10/2025;16:00;0,05;0,24;13;8;Muy bueno / Oso ona;23,92;Bueno / Ona;9,08;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;;Bueno / Ona
24/10/2025;15:00;0,1;0,01;8;5;Muy bueno / Oso ona;24,17;Bueno / Ona;9,21;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;;Bueno / Ona
24/10/2025;14:00;0,12;0,01;7;4;Muy bueno / Oso ona;24,38;Bueno / Ona;9,29;Muy bueno / Oso ona;5;Muy bueno / Oso ona;;;;Bueno / Ona
24/10/2025;13:00;0,12;0,03;4;2;Muy bueno / Oso ona;24,42;Bueno / Ona;9,29;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;;Bueno / Ona
24/10/2025;12:00;0,18;0,04;7;4;Muy bueno / Oso ona;24,63;Bueno / Ona;9,38;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;;Bueno / Ona
24/10/2025;11:00;0,3;0,26;18;9;Muy bueno / Oso ona;24,79;Bueno / Ona;9,46;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;;Bueno / Ona
24/10/2025;10:00;0,28;0,28;26;13;Muy bueno / Oso ona;24,25;Bueno / Ona;9,42;Muy bueno / Oso ona;5;Muy bueno / Oso ona;;;;Bueno / Ona
24/10/2025;09:00;0,43;0,32;50;28;Muy bueno / Oso ona;24,13;Bueno / Ona;9,46;Muy bueno / Oso ona;6;Muy bueno / Oso ona;;;;Bueno / Ona
24/10/2025;08:00;0,41;0,37;70;37;Muy bueno / Oso ona;23,79;Bueno / Ona;9,38;Muy bueno / Oso ona;6;Muy bueno / Oso ona;;;;Bueno / Ona
24/10/2025;07:00;0,41;0,36;65;38;Muy bueno / Oso ona;23,79;Bueno / Ona;9,38;Muy bueno / Oso ona;6;Muy bueno / Oso ona;;;;Bueno / Ona
24/10/2025;06:00;0,24;0,33;48;35;Muy bueno / Oso ona;23,96;Bueno / Ona;9,42;Muy bueno / Oso ona;6;Muy bueno / Oso ona;;;;Bueno / Ona
24/10/2025;05:00;0,1;0,29;31;29;Muy bueno / Oso ona;24,38;Bueno / Ona;9,5;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;;Bueno / Ona
24/10/2025;04:00;0,12;0,26;21;19;Muy bueno / Oso ona;24,75;Bueno / Ona;9,58;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;;Bueno / Ona
24/10/2025;03:00;0,07;0,45;10;9;Muy bueno / Oso ona;24,29;Bueno / Ona;9,42;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;;Bueno / Ona
24/10/2025;02:00;0,09;0,42;5;3;Muy bueno / Oso ona;23,83;Bueno / Ona;9,21;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;;Bueno / Ona
24/10/2025;01:00;0,08;0,42;6;5;Muy bueno / Oso ona;23,54;Bueno / Ona;9,08;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;;Bueno / Ona
23/10/2025;24:00;0,04;0,39;4;2;Muy bueno / Oso ona;23,42;Bueno / Ona;9,08;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;;Bueno / Ona
23/10/2025;23:00;0,06;0,4;9;8;Muy bueno / Oso ona;23,04;Bueno / Ona;8,83;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;;Bueno / Ona
23/10/2025;22:00;0,03;0,38;11;10;Muy bueno / Oso ona;22,13;Bueno / Ona;8,5;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;;Bueno / Ona
23/10/2025;21:00;0,06;0,36;23;17;Muy bueno / Oso ona;;Sin datos / Daturik gabe;8,04;Muy bueno / Oso ona;3;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
23/10/2025;20:00;0,16;0,35;17;15;Muy bueno / Oso ona;19,79;Muy bueno / Oso ona;7,67;Muy bueno / Oso ona;4;Muy bueno / Oso ona;;;;Muy bueno / Oso ona
